   1   2   1 -7  4  2  0  0  0  0   10.82249467    0.000015   0.0               
   2   2   1 -6  0  5  0  0  0  0   11.22116207    0.000011   0.0               
   3   2   1 -6  2  3 -1  0  0  0   11.29180932    0.000012   0.0               
   4   2   1 -6  2  3  0  0  0  0   11.29401572    0.000063   0.0               
   5   2   1 -6  4  1 -1  0  0  0   11.36466297    0.000014   0.0               
   6   2   1 -6  4  1  0  0  0  0   11.36686937    0.000076   0.0               
   7   2   1 -6  5  1  0 -1  0  0   11.40793605    0.000011   0.0               
   8   2   1 -6  6 -1  0  0  0  0   11.43972303    0.000015   0.0               
   9   3   1 -5  0  3  0  0  0  0   11.76089496   -0.000014   0.0               
  10   2   1 -5  0  4 -1  0  0  0   11.76333037    0.000021   0.0               
  11   2   1 -5  0  4  0  0  0  0   11.76553678    0.000110   0.0               
  12   2   1 -5  1  2  0  1  0  0   11.79732375   -0.000011   0.0               
  13   3   1 -5  2  1 -1  0  0  0   11.83154221   -0.000012   0.0               
  14   3   1 -5  2  1  0  0  0  0   11.83374861   -0.000031   0.0               
  15   2   1 -5  2  2 -1  0  0  0   11.83618402    0.000087   0.0               
  16   2   1 -5  2  2  0  0  0  0   11.83839043    0.000461   0.0               
  17   2   1 -5  3  2  0 -1  0  0   11.87945711    0.000038   0.0               
  18   2   1 -5  4  0 -1  0  0  0   11.90903767    0.000054   0.0               
  19   2   1 -5  4  0  0  0  0  0   11.91124408    0.000286   0.0               
  20   2   1 -5  5  0  0 -1  0  0   11.95231076    0.000037   0.0               
  21   2   1 -5  6 -2  0  0  0  0   11.98409773    0.000017   0.0               
  22   2   1 -4 -1  3  0  1  0  0   12.26884480   -0.000020   0.0               
  23   2   1 -4  0  1 -2  0  0  0   12.29621504   -0.000009   0.0               
  24   3   1 -4  0  2 -1  0  0  0   12.30306326   -0.000040   0.0               
  25   3   1 -4  0  2  0  0  0  0   12.30526967   -0.000100   0.0               
  26   2   1 -4  0  3 -1  0  0  0   12.30770508    0.000203   0.0               
  27   2   1 -4  0  3  0  0  0  0   12.30991148    0.001074   0.0               
  28   2   1 -4  1  1 -1  1  0  0   12.33949205   -0.000009   0.0               
  29   2   1 -4  1  1  0  1  0  0   12.34169846   -0.000053   0.0               
  30   2   1 -4  1  2  0  0  0  0   12.34633831   -0.000017   0.0               
  31   2   1 -4  1  3  0 -1  0  0   12.35097816    0.000023   0.0               
  32   2   1 -4  2 -1 -2  0  0  0   12.36906869   -0.000012   0.0               
  33   3   1 -4  2  0 -1  0  0  0   12.37591691   -0.000040   0.0               
  34   3   1 -4  2  0  0  0  0  0   12.37812332   -0.000101   0.0               
  35   2   1 -4  2  1 -2  0  0  0   12.37835232   -0.000014   0.0               
  36   2   1 -4  2  1 -1  0  0  0   12.38055873    0.000525   0.0               
  37   2   1 -4  2  1  0  0  0  0   12.38276513    0.002783  -0.000002          
  38   2   1 -4  2  3  0  0  0  0   12.39204876   -0.000010   0.0               
  39   2   1 -4  3 -1  0  1  0  0   12.41455211   -0.000011   0.0               
  40   3   1 -4  3  0  0 -1  0  0   12.41919000   -0.000007   0.0               
  41   2   1 -4  3  0  0  0  0  0   12.41919196   -0.000014   0.0               
  42   2   1 -4  3  1 -1 -1  0  0   12.42162541    0.000039   0.0               
  43   2   1 -4  3  1  0 -1  0  0   12.42383181    0.000210   0.0               
  44   2   1 -4  4 -1 -1  0  0  0   12.45341238    0.000101   0.0               
  45   2   1 -4  4 -1  0  0  0  0   12.45561879    0.000538   0.0               
  46   2   1 -4  4  1  0  0  0  0   12.46490241   -0.000026   0.0               
  47   2   1 -4  4  1  1  0  0  0   12.46710882    0.000012   0.0               
  48   2   1 -4  5 -1 -1 -1  0  0   12.49447906    0.000011   0.0               
  49   2   1 -4  5 -1  0 -1  0  0   12.49668547    0.000061   0.0               
  50   2   1 -3 -2  2 -2  0  0  0   12.76773609   -0.000012   0.0               
  51   2   1 -3 -2  4  0  0  0  0   12.78143254   -0.000036   0.0               
  52   2   1 -3 -1  2 -1  1  0  0   12.81101310   -0.000022   0.0               
  53   2   1 -3 -1  2  0  1  0  0   12.81321951   -0.000129   0.0               
  54   2   1 -3  0  0 -3  0  0  0   12.83838334   -0.000011   0.0               
  55   2   1 -3  0  0 -2  0  0  0   12.84058975   -0.000057   0.0               
  56   4   1 -3  0  0 -1  0  0  0   12.84279615    0.000007   0.0               
  57   4   1 -3  0  0  0  0  0  0   12.84500256    0.000012   0.0               
  58   3   1 -3  0  1 -2  0  0  0   12.84523156   -0.000018   0.0               
  59   3   1 -3  0  1 -1  0  0  0   12.84743797   -0.000229   0.0               
  60   3   1 -3  0  1  0  0  0  0   12.84964437   -0.000580   0.0               
  61   2   1 -3  0  2 -2  0  0  0   12.84987337   -0.000045   0.0               
  62   2   1 -3  0  2 -1  0  0  0   12.85207978    0.001801  -0.000005          
  63   2   1 -3  0  2  0  0  0  0   12.85428619    0.009545  -0.000007          
  64   3   1 -3  0  3  0  0  0  0   12.85892800   -0.000014   0.0               
  65   2   1 -3  0  4  0  0  0  0   12.86356982   -0.000015   0.0               
  66   2   1 -3  1  0 -1  1  0  0   12.88386676   -0.000028   0.0               
  67   2   1 -3  1  0  0  1  0  0   12.88607316   -0.000162   0.0               
  68   2   1 -3  1  1 -1  0  0  0   12.88850661   -0.000019   0.0               
  69   3   1 -3  1  1  0 -1  0  0   12.89071105   -0.000007   0.0               
  70   2   1 -3  1  1  0  0  0  0   12.89071301   -0.000102   0.0               
  71   2   1 -3  1  2 -1 -1  0  0   12.89314646    0.000025   0.0               
  72   2   1 -3  1  2  0 -1  0  0   12.89535287    0.000146   0.0               
  73   2   1 -3  2 -2 -2  0  0  0   12.91344340   -0.000013   0.0               
  74   3   1 -3  2 -1 -1  0  0  0   12.92029162   -0.000043   0.0               
  75   3   1 -3  2 -1  0  0  0  0   12.92249803   -0.000108   0.0               
  76   2   1 -3  2  0 -2  0  0  0   12.92272703   -0.000065   0.0               
  77   2   1 -3  2  0 -1  0  0  0   12.92493343    0.002173   0.0               
  78   2   1 -3  2  0  0  0  0  0   12.92713984    0.011520  -0.000005          
  79   3   1 -3  2  1  0  0  0  0   12.93178165   -0.000040   0.0               
  80   2   1 -3  2  2  0  0  0  0   12.93642347   -0.000096   0.0               
  81   2   1 -3  2  2  1  0  0  0   12.93862987    0.000037   0.0               
  82   2   1 -3  3 -1  0  0  0  0   12.96356667   -0.000029   0.0               
  83   2   1 -3  3  0 -1 -1  0  0   12.96600011    0.000144   0.0               
  84   2   1 -3  3  0  0 -1  0  0   12.96820652    0.000776  -0.000001          
  85   2   1 -3  4 -2 -1  0  0  0   12.99778709    0.000066   0.0               
  86   2   1 -3  4 -2  0  0  0  0   12.99999349    0.000352   0.0               
  87   3   1 -3  4 -1  0  0  0  0   13.00463531   -0.000008   0.0               
  88   2   1 -3  4  0  0 -2  0  0   13.00927320    0.000037   0.0               
  89   2   1 -3  4  0  0  0  0  0   13.00927712   -0.000075   0.0               
  90   2   1 -3  4  0  1  0  0  0   13.01148353    0.000049   0.0               
  91   2   1 -3  5 -2  0 -1  0  0   13.04106017    0.000032   0.0               
  92   2   1 -3  5  0  0 -1  0  0   13.05034380   -0.000011   0.0               
  93   2   1 -2 -2  1 -3  0  0  0   13.30990439   -0.000011   0.0               
  94   2   1 -2 -2  1 -2  0  0  0   13.31211080   -0.000061   0.0               
  95   3   1 -2 -2  2  0  0  0  0   13.32116543    0.000013   0.0               
  96   2   1 -2 -2  3 -1  0  0  0   13.32360083   -0.000040   0.0               
  97   2   1 -2 -2  3  0  0  0  0   13.32580724   -0.000232   0.0               
  98   3   1 -2 -1  0  0  1  0  0   13.35295240    0.000011   0.0               
  99   2   1 -2 -1  1 -1  1  0  0   13.35538781   -0.000097   0.0               
 100   2   1 -2 -1  1  0  1  0  0   13.35759422   -0.000607   0.000001          
 101   2   1 -2 -1  2  0  0  0  0   13.36223407    0.000017   0.0               
 102   2   1 -2  0 -1 -3  0  0  0   13.38275805   -0.000052   0.0               
 103   2   1 -2  0 -1 -2  0  0  0   13.38496445   -0.000276   0.0               
 104   3   1 -2  0  0 -2  0  0  0   13.38960627   -0.000065   0.0               
 105   3   1 -2  0  0 -1  0  0  0   13.39181267   -0.000836   0.0               
 106   3   1 -2  0  0  0  0  0  0   13.39401908   -0.002112   0.000002          
 107   2   1 -2  0  0  0  1  0  0   13.39402104    0.000052   0.0               
 108   2   1 -2  0  1 -2  0  0  0   13.39424808   -0.000411  -0.000003          
 109   2   1 -2  0  1 -1  0  0  0   13.39645449    0.013607  -0.000003          
 110   2   1 -2  0  1  0  0  0  0   13.39866089    0.072136  -0.000035          
 111   4   1 -2  0  1  0  0  0  0   13.39866089    0.000024   0.0               
 112   3   1 -2  0  2 -1  0  0  0   13.40109630    0.000019   0.0               
 113   3   1 -2  0  2  0  0  0  0   13.40330271   -0.000130   0.0               
 114   3   1 -2  0  2  1  0  0  0   13.40550911    0.000016   0.0               
 115   2   1 -2  0  3  0  0  0  0   13.40794452   -0.000195   0.0               
 116   2   1 -2  0  3  1  0  0  0   13.41015093   -0.000022   0.0               
 117   2   1 -2  1 -1 -1  1  0  0   13.42824146   -0.000022   0.0               
 118   2   1 -2  1 -1  0  1  0  0   13.43044787   -0.000133   0.0               
